>
-86.498476	15.473857
-86.495249	15.474444
-86.492609	15.475324
-86.489675	15.475911
-86.487035	15.476791
-86.484395	15.477671
-86.481461	15.478258
-86.478821	15.479138
-86.476181	15.480311
-86.473541	15.481191
-86.471194	15.482365
-86.468847	15.483245
-86.4665	15.484418
-86.46386	15.485592
-86.460926	15.486178
-86.457406	15.486178
-86.454179	15.486765
-86.450952	15.486472
-86.448019	15.485592
-86.445672	15.484712
-86.443032	15.483538
-86.440978	15.482365
-86.438631	15.480898
-86.436285	15.479725
-86.433938	15.478551
-86.430711	15.477671
-86.428364	15.477084
-86.424844	15.477084
-86.421324	15.477084
-86.41839	15.477084
-86.41575	15.478258
-86.41311	15.479431
-86.410176	15.480018
-86.408123	15.481191
-86.405189	15.482365
-86.402549	15.482951
-86.399322	15.483245
-86.396095	15.482951
-86.394628	15.482658
-86.394042	15.482658
-86.391108	15.482951
-86.387588	15.482951
-86.384068	15.482951
-86.380254	15.482951
-86.377027	15.482951
-86.3738	15.483538
-86.37028	15.483831
-86.367346	15.484125
-86.363826	15.484712
-86.360893	15.485005
-86.357959	15.485885
-86.355319	15.486472
-86.352092	15.487352
-86.350332	15.488525
-86.347985	15.489992
-86.346518	15.491752
-86.344171	15.492925
-86.341825	15.494392
-86.340358	15.496152
-86.338011	15.497619
-86.336251	15.498793
-86.333904	15.500259
-86.331557	15.501433
-86.328624	15.502313
-86.32569	15.502606
-86.32217	15.5029
-86.31865	15.5029
-86.315423	15.503193
-86.311609	15.503193
-86.308382	15.503193
-86.304862	15.503193
-86.301342	15.503486
-86.298995	15.504366
-86.295768	15.505246
-86.293421	15.506126
-86.290487	15.507006
-86.288434	15.508473
-86.285794	15.509353
-86.284034	15.51082
-86.281394	15.5117
-86.278753	15.512874
-86.276993	15.514047
-86.272593	15.51522
-86.269953	15.516394
-86.267606	15.517567
-86.264672	15.518154
-86.261445	15.518741
-86.258219	15.519034
-86.254992	15.519034
-86.252058	15.519621
-86.248831	15.519914
-86.245604	15.520207
-86.242084	15.521087
-86.238857	15.521381
-86.235924	15.521674
-86.23299	15.522554
-86.23035	15.523141
-86.227123	15.524021
-86.224776	15.524608
-86.221843	15.525781
-86.219496	15.526661
-86.217442	15.528128
-86.214802	15.529301
-86.212749	15.530475
-86.210695	15.531942
-86.208935	15.533702
-86.206881	15.535462
-86.205415	15.537222
-86.203655	15.538982
-86.201894	15.540449
-86.200428	15.542796
-86.198961	15.544849
-86.197788	15.546609
-86.196614	15.54925
-86.195441	15.551596
-86.194854	15.55453
-86.194267	15.55717
-86.193094	15.559517
-86.192507	15.562157
-86.190747	15.564504
-86.18928	15.565971
-86.187227	15.567437
-86.18488	15.568904
-86.183413	15.570664
-86.18048	15.571544
-86.178426	15.572718
-86.175493	15.573305
-86.172559	15.574185
-86.169625	15.574771
-86.166985	15.575065
-86.163758	15.574478
-86.160238	15.574185
-86.157011	15.574185
-86.153198	15.574185
-86.150264	15.574771
-86.147331	15.575358
-86.144397	15.576238
-86.141757	15.576531
-86.139117	15.577705
-86.136183	15.578585
-86.133836	15.579465
-86.131489	15.580638
-86.128849	15.581812
-86.126796	15.582985
-86.124449	15.584452
-86.122689	15.586212
-86.121515	15.588266
-86.120049	15.590319
-86.118582	15.592373
-86.117408	15.594719
-86.116822	15.59736
-86.116235	15.600293
-86.115355	15.60264
-86.113888	15.604693
-86.112421	15.607334
-86.110955	15.6088
-86.109194	15.610561
-86.106554	15.611734
-86.103914	15.612614
-86.100981	15.613201
-86.09746	15.613201
-86.094233	15.612907
-86.09042	15.612907
-86.087193	15.612907
